Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
08 March 2021, 1.1866, 128.90, 1.9558, 26.417, 7.4362, 0.85728, 367.19, 4.6002, 4.8852, 10.1803, 1.1087, 152.70, 10.1785, 7.5780, 88.7408, 9.1062, 1.5499, 6.8228, 1.5035, 7.7446, 9.2183, 17039.58, 3.9612, 87.0475, 1351.68, 25.5759, 4.8740, 1.6673, 57.803, 1.5996, 36.535, 18.3582, 
